TransactionID,CustomerID,Amount,LocationCity,TransactionDateTime,AccountBalanceAfter,MerchantID,MCC,AccountType
275,2,948.151465058281,Giza,2024-05-28 13:34:46.000000,6274.18,23,5941,CREDIT_CARD
276,3,1029.774263989778,Fayoum,2024-02-04 08:49:26.000000,5777.41,12,5941,DEBIT
277,3,1878.20899272506,Mansoura,2024-11-06 08:40:31.000000,2160.93,15,5812,CREDIT_CARD
278,2,659.3625040706169,Mansoura,2024-05-14 02:43:41.000000,2030.24,1,5912,DEBIT
279,2,462.6528867311856,Mansoura,2024-12-23 01:16:54.000000,2080.01,23,5411,CREDIT_CARD
280,4,1652.8181380035198,Luxor,2024-05-07 14:35:59.000000,3288.96,20,5411,DEBIT
281,1,1639.4773318995226,Mansoura,2024-09-12 17:05:30.000000,3690.84,15,5912,DEBIT
282,1,1524.2029831444418,Cairo,2024-09-11 01:41:38.000000,9199.86,2,5999,DEBIT
283,4,913.6163304906352,Aswan,2024-05-14 04:20:25.000000,9562.44,6,5941,DEBIT
284,0,798.0143418667576,Giza,2024-11-13 19:12:37.000000,2498.4,11,5411,CREDIT_CARD
285,3,29.328038388483144,Fayoum,2024-10-28 06:54:28.000000,3590.39,7,5912,DEBIT
286,2,1153.2594704121514,Mansoura,2024-04-29 04:48:38.000000,5715.18,23,5411,CREDIT_CARD
287,1,2009.3281277548413,Alexandria,2024-10-17 01:14:23.000000,9989.21,0,5999,CREDIT_CARD
288,4,1818.870443503052,Tanta,2024-07-11 12:23:01.000000,9608.37,1,5941,CREDIT_CARD
289,2,736.0432284338326,Aswan,2024-11-08 06:35:14.000000,2810.24,23,5812,CREDIT_CARD
290,4,1107.5095719988665,Giza,2024-06-11 17:39:13.000000,4893.3,0,5941,DEBIT
291,2,468.8200705001851,Cairo,2024-04-02 12:02:53.000000,6400.6,1,5411,CREDIT_CARD
292,1,387.0016004709015,Alexandria,2024-03-24 06:48:29.000000,3976.41,6,5411,CREDIT_CARD
293,0,1717.584407930899,Luxor,2024-05-07 10:34:34.000000,9332.83,2,5941,CREDIT_CARD
294,2,24.44154867154801,Mansoura,2024-10-24 21:11:32.000000,4329.07,17,5999,DEBIT
295,0,611.366288755966,Tanta,2024-08-03 11:38:43.000000,4412.1,6,5941,DEBIT
296,3,57.39367124649285,Fayoum,2024-04-09 19:11:45.000000,1012.52,1,5999,DEBIT
297,2,884.1762682950965,Tanta,2024-04-17 08:09:54.000000,7876.79,5,5411,DEBIT
298,2,770.2701653275786,Aswan,2024-10-02 09:11:22.000000,2756.89,6,5941,CREDIT_CARD
299,1,1766.905675449315,Cairo,2024-12-06 00:09:47.000000,9116.4,1,5812,CREDIT_CARD
300,3,309.20618603944644,Aswan,2024-04-18 14:39:57.000000,3692.89,18,5941,DEBIT
301,4,1879.3045421183529,Fayoum,2024-04-06 20:23:53.000000,4773.01,22,5999,CREDIT_CARD
302,2,1341.393532852671,Tanta,2024-01-11 02:03:10.000000,4208.66,23,5999,CREDIT_CARD
303,1,1563.2372159798765,Fayoum,2024-05-05 11:10:09.000000,9251.61,8,5812,CREDIT_CARD
304,0,1395.6776392700958,Cairo,2024-10-23 14:53:01.000000,1599.86,7,5411,DEBIT
305,3,37.2987399664536,Fayoum,2024-07-21 20:12:31.000000,5179.65,22,5941,DEBIT
306,0,1785.1396105597262,Alexandria,2024-07-23 07:48:28.000000,1435.62,5,5941,CREDIT_CARD
307,3,83.55583738986921,Luxor,2024-11-13 04:51:51.000000,2991.48,10,5999,DEBIT
308,3,288.49419491731976,Mansoura,2024-03-29 14:47:38.000000,2928.39,2,5941,DEBIT
309,1,1183.274916945912,Alexandria,2024-12-19 18:06:17.000000,9275.49,11,5999,DEBIT
310,1,1169.8188384514551,Tanta,2024-08-05 02:19:07.000000,6581.99,6,5999,DEBIT
311,3,320.1375779152807,Fayoum,2024-03-06 17:49:14.000000,7737.0,8,5912,DEBIT
312,2,646.0408925118596,Luxor,2024-01-20 10:49:36.000000,7587.85,5,5411,CREDIT_CARD
313,4,805.7398135012116,Alexandria,2024-01-22 19:30:56.000000,7658.63,12,5999,DEBIT
314,1,2063.808182175425,Fayoum,2024-09-08 16:07:55.000000,7676.55,3,5941,CREDIT_CARD
315,4,507.6255686734464,Giza,2024-10-22 19:04:52.000000,5770.21,2,5941,CREDIT_CARD
316,0,474.9212266513504,Luxor,2024-03-04 11:49:32.000000,8870.52,5,5411,DEBIT
317,1,1710.3114981133847,Fayoum,2024-01-28 18:39:51.000000,2561.81,11,5812,CREDIT_CARD
318,4,1175.395017556601,Fayoum,2024-03-26 04:43:49.000000,4006.53,10,5912,CREDIT_CARD
319,1,1689.338124110501,Aswan,2024-08-25 03:32:46.000000,7885.13,15,5941,CREDIT_CARD
320,1,23.305393387935,Giza,2024-10-03 04:07:08.000000,9110.6,15,5912,DEBIT
321,3,946.7131967397064,Fayoum,2024-02-24 21:42:22.000000,6674.41,0,5812,DEBIT
322,0,2241.6127809392983,Aswan,2024-03-22 16:03:01.000000,1535.12,16,5411,CREDIT_CARD
323,3,483.9586911943047,Fayoum,2024-01-19 23:35:41.000000,9358.19,1,5912,DEBIT
324,3,517.5751694591282,Alexandria,2024-11-02 20:49:24.000000,9264.1,18,5812,DEBIT
325,3,1704.3349987260317,Tanta,2024-01-28 19:45:26.000000,1737.89,10,5411,DEBIT
326,4,617.2725663637636,Tanta,2024-02-17 16:12:24.000000,3000.81,13,5941,DEBIT
327,0,927.7011343379947,Alexandria,2024-09-16 10:37:18.000000,9681.0,10,5812,CREDIT_CARD
328,0,1455.498824836286,Tanta,2024-07-02 19:26:16.000000,6982.32,20,5411,CREDIT_CARD
329,1,1507.3171822364247,Luxor,2024-10-11 07:01:50.000000,9316.3,6,5812,DEBIT
330,1,1373.1465505613637,Aswan,2024-01-29 15:01:57.000000,8738.66,8,5812,DEBIT
331,2,1180.904576093612,Giza,2024-05-18 22:12:20.000000,3433.25,20,5812,CREDIT_CARD
332,3,206.2449060646812,Alexandria,2024-06-04 14:07:23.000000,3473.43,18,5941,CREDIT_CARD
333,0,958.322555486654,Giza,2024-09-08 19:46:12.000000,3816.99,23,5912,DEBIT
334,4,599.1433966428576,Tanta,2024-09-29 16:39:11.000000,7946.55,21,5999,CREDIT_CARD
335,0,256.3009211359986,Aswan,2024-06-21 23:46:46.000000,8660.92,23,5912,DEBIT
336,1,483.94913730429903,Alexandria,2024-07-28 01:01:17.000000,1323.51,15,5999,DEBIT
337,0,1365.9345917354717,Luxor,2024-04-08 06:08:09.000000,9895.74,0,5999,CREDIT_CARD
338,0,1814.1877212661527,Alexandria,2024-07-24 17:00:59.000000,3246.73,17,5812,CREDIT_CARD
339,2,1845.838555791526,Cairo,2024-02-18 12:11:44.000000,5457.9,2,5411,DEBIT
340,2,1646.5887134014365,Luxor,2024-07-26 18:07:09.000000,6195.39,13,5411,DEBIT
341,1,806.6278203513339,Aswan,2024-02-13 21:42:49.000000,1438.75,6,5812,CREDIT_CARD
342,4,426.7980748866837,Giza,2024-08-23 07:04:21.000000,6045.08,20,5812,DEBIT
343,2,694.4565450698309,Fayoum,2024-09-25 14:50:44.000000,3051.2,10,5411,CREDIT_CARD
344,0,1725.722695787459,Fayoum,2024-04-06 22:24:43.000000,5617.58,3,5912,DEBIT
345,0,1696.238556095436,Giza,2024-07-13 14:36:20.000000,8980.9,6,5999,CREDIT_CARD
346,3,528.8235208250063,Cairo,2024-12-09 14:06:45.000000,4058.86,18,5912,CREDIT_CARD
347,4,1719.2292499453931,Mansoura,2024-08-14 05:00:22.000000,6300.3,2,5411,CREDIT_CARD
348,1,1179.7076497944438,Mansoura,2024-12-02 12:50:35.000000,8472.11,3,5999,DEBIT
349,1,1637.0448934756046,Alexandria,2024-04-03 11:52:15.000000,9126.79,6,5912,DEBIT
350,2,1730.0027605272442,Fayoum,2024-03-22 11:49:05.000000,5082.29,11,5411,CREDIT_CARD
351,0,402.8063063118633,Alexandria,2024-08-27 22:30:59.000000,4537.18,5,5941,DEBIT
352,4,389.9667781323351,Luxor,2024-05-02 06:17:08.000000,2842.31,18,5912,CREDIT_CARD
353,4,1213.7439391532866,Aswan,2024-07-03 07:58:21.000000,8624.88,2,5912,CREDIT_CARD
354,0,763.1127201912599,Fayoum,2024-01-14 22:21:56.000000,5330.25,23,5411,DEBIT
355,0,960.7471181308272,Cairo,2024-09-02 17:09:24.000000,3649.9,17,5812,DEBIT
356,0,347.2394099166817,Cairo,2024-09-18 19:15:45.000000,5901.69,6,5411,CREDIT_CARD
357,3,2304.683099079338,Mansoura,2024-05-06 16:29:21.000000,9061.85,0,5999,DEBIT
358,1,783.7073338587935,Tanta,2024-10-16 07:20:49.000000,3373.57,6,5812,DEBIT
359,2,273.6005637034399,Fayoum,2024-03-14 19:38:20.000000,7312.31,15,5999,CREDIT_CARD
360,3,362.1431720372452,Tanta,2024-12-09 02:27:40.000000,5267.28,7,5912,CREDIT_CARD
361,2,1579.7893627829876,Aswan,2024-05-28 08:04:07.000000,9276.88,8,5941,DEBIT
362,3,366.8836210523157,Alexandria,2024-11-29 19:02:19.000000,7300.73,11,5941,CREDIT_CARD
363,2,202.51172945797416,Alexandria,2024-09-19 08:06:17.000000,9189.46,20,5941,CREDIT_CARD
364,2,1348.544587514582,Giza,2024-02-03 07:02:34.000000,7643.82,21,5999,DEBIT
365,3,1634.4434420188247,Aswan,2024-11-27 11:19:03.000000,8841.22,7,5941,CREDIT_CARD
366,0,585.7555209888113,Alexandria,2024-05-14 21:28:48.000000,4841.28,16,5411,CREDIT_CARD
367,4,922.1118011519736,Fayoum,2024-04-08 18:34:50.000000,1142.86,13,5941,DEBIT
368,1,1894.827299142505,Cairo,2024-02-10 23:20:10.000000,2237.66,15,5812,DEBIT
369,3,1039.157760818208,Mansoura,2024-12-24 15:23:02.000000,8492.89,21,5999,CREDIT_CARD
370,2,160.07558488172472,Cairo,2024-09-28 05:47:17.000000,6787.37,2,5912,CREDIT_CARD
371,2,1073.1300652228683,Tanta,2024-03-04 16:58:34.000000,6822.82,5,5812,DEBIT
372,2,1683.3081382686678,Fayoum,2024-06-24 13:12:13.000000,7773.68,13,5812,DEBIT
373,0,426.4703573876524,Aswan,2024-01-10 13:01:54.000000,5888.22,3,5941,DEBIT
374,1,976.6293435516092,Alexandria,2024-02-16 11:11:54.000000,9707.19,6,5941,DEBIT
375,1,656.921528410075,Cairo,2024-08-14 04:41:50.000000,2377.14,23,5411,CREDIT_CARD
376,2,593.720031367746,Tanta,2024-05-08 13:13:03.000000,7470.24,18,5411,DEBIT
377,4,899.161310013178,Giza,2024-11-15 15:53:03.000000,8434.01,18,5999,DEBIT
378,4,98.235983312451,Alexandria,2024-09-16 23:49:18.000000,4416.68,3,5912,CREDIT_CARD
379,2,1660.3372743756192,Luxor,2024-06-22 08:56:45.000000,7911.01,1,5941,DEBIT
380,2,702.5923720549926,Fayoum,2024-03-28 01:48:46.000000,4382.5,11,5912,CREDIT_CARD
381,1,1514.7796478577282,Giza,2024-06-07 14:32:19.000000,8592.96,7,5912,DEBIT
382,2,290.3232738044151,Tanta,2024-09-12 22:15:52.000000,4777.21,17,5812,DEBIT
383,0,668.3541851725788,Fayoum,2024-06-26 09:57:40.000000,8107.67,16,5941,DEBIT
384,1,712.4798108904329,Aswan,2024-09-29 23:26:03.000000,3860.81,7,5812,CREDIT_CARD
385,2,1365.0283249242937,Cairo,2024-06-25 11:40:21.000000,6662.97,15,5941,CREDIT_CARD
386,1,64.8949275396917,Luxor,2024-01-02 22:24:36.000000,7544.93,20,5912,DEBIT
387,3,1475.21489917639,Fayoum,2024-02-22 06:02:11.000000,6996.76,22,5999,CREDIT_CARD
388,0,809.7915042321845,Fayoum,2024-03-03 18:41:45.000000,5279.74,18,5812,CREDIT_CARD
389,0,879.3387388855956,Mansoura,2024-05-09 03:28:43.000000,6107.15,22,5999,CREDIT_CARD
390,0,1492.5229760106392,Fayoum,2024-07-14 22:49:27.000000,4291.09,2,5812,CREDIT_CARD
391,2,1620.6593163663956,Cairo,2024-05-10 03:58:31.000000,1894.69,1,5912,CREDIT_CARD
392,0,1334.5480701644026,Aswan,2024-06-19 03:48:40.000000,4249.65,2,5999,CREDIT_CARD
393,0,421.470838411392,Aswan,2024-10-19 04:25:33.000000,1350.69,20,5999,DEBIT
394,0,1193.1988808851963,Luxor,2024-07-24 09:24:07.000000,1317.69,17,5812,DEBIT
395,2,925.989758207396,Giza,2024-10-24 10:14:38.000000,9741.61,8,5941,CREDIT_CARD
396,0,640.327552974604,Mansoura,2024-10-07 02:55:20.000000,6111.94,11,5999,DEBIT
397,4,1873.2968185443224,Luxor,2024-08-10 12:44:53.000000,8624.28,13,5999,DEBIT
398,1,363.7070885404949,Cairo,2024-09-26 08:50:33.000000,9026.49,6,5912,DEBIT
399,1,1570.3353521386343,Mansoura,2024-08-02 15:25:39.000000,4627.89,20,5411,DEBIT
400,4,1140.1096641056065,Mansoura,2024-02-10 10:27:59.000000,2197.23,3,5912,CREDIT_CARD
401,2,810.9439789292383,Mansoura,2024-09-19 01:36:36.000000,5713.8,6,5999,DEBIT
402,2,1649.098965225854,Luxor,2024-11-26 20:57:32.000000,7226.35,1,5999,DEBIT
403,3,1150.812193774117,Giza,2024-07-18 17:15:56.000000,6069.94,0,5411,CREDIT_CARD
404,0,224.1234278375112,Fayoum,2024-03-04 04:27:01.000000,6504.0,22,5999,CREDIT_CARD
405,3,1626.19727657264,Fayoum,2024-02-25 00:22:32.000000,4156.7,18,5912,DEBIT
406,0,1432.6850942182505,Mansoura,2024-06-15 17:02:31.000000,6049.58,23,5912,DEBIT
407,2,372.7803104490448,Aswan,2024-05-21 15:14:55.000000,4094.43,1,5812,DEBIT
408,2,1046.92309919657,Aswan,2024-07-01 05:21:00.000000,7859.37,12,5411,DEBIT
409,3,706.2644980512543,Cairo,2024-01-12 11:56:07.000000,2807.69,8,5912,DEBIT
410,3,670.9485307416386,Giza,2024-08-01 16:12:33.000000,7167.47,7,5912,DEBIT
411,1,1757.1890379172437,Tanta,2024-05-06 21:58:48.000000,3551.19,23,5999,CREDIT_CARD
412,3,1522.1990993987429,Tanta,2024-03-27 14:10:59.000000,4363.47,17,5999,DEBIT
413,1,2205.271141894709,Alexandria,2024-08-02 02:34:14.000000,3691.62,15,5941,DEBIT
414,4,1354.9233378975343,Tanta,2024-09-30 04:34:14.000000,6179.18,10,5912,CREDIT_CARD
415,4,1026.196568052262,Luxor,2024-12-14 05:44:48.000000,2338.77,3,5411,CREDIT_CARD
416,3,970.9623183454402,Luxor,2024-06-26 12:35:46.000000,3719.69,8,5999,CREDIT_CARD
417,2,416.4650962935688,Giza,2024-08-04 02:54:27.000000,9317.3,16,5812,CREDIT_CARD
418,2,97.64145922023866,Alexandria,2024-08-07 09:32:22.000000,9136.48,7,5912,DEBIT
419,4,1027.3738330085323,Luxor,2024-06-04 04:47:59.000000,2991.48,18,5912,DEBIT
420,0,2167.4179618361586,Fayoum,2024-12-09 18:19:35.000000,6607.99,13,5812,DEBIT
421,3,1587.7079851880108,Fayoum,2024-09-18 21:00:44.000000,3553.32,23,5812,DEBIT
422,0,25.449354204063045,Aswan,2024-03-05 00:54:14.000000,6514.17,13,5912,DEBIT
423,1,816.0106513124432,Giza,2024-03-09 15:32:12.000000,8965.08,7,5912,DEBIT
424,2,2195.628652471152,Mansoura,2024-04-24 23:42:10.000000,1835.78,11,5941,CREDIT_CARD
425,1,277.3521702224016,Luxor,2024-11-21 01:48:20.000000,7230.61,5,5411,DEBIT
426,1,405.5467302534046,Luxor,2024-09-01 19:27:42.000000,1979.43,1,5912,CREDIT_CARD
427,3,2275.750183130196,Giza,2024-06-19 03:00:42.000000,5369.66,0,5999,CREDIT_CARD
428,1,1372.8518210156972,Aswan,2024-08-10 23:14:51.000000,2318.49,18,5999,DEBIT
429,1,653.7038956729538,Luxor,2024-05-25 06:39:52.000000,1768.07,18,5812,CREDIT_CARD
430,3,1149.673935059773,Giza,2024-04-13 17:31:00.000000,7239.27,8,5912,DEBIT
431,4,963.7526304248912,Aswan,2024-01-17 01:55:51.000000,4170.05,0,5999,CREDIT_CARD
432,3,1476.8705175136993,Cairo,2024-03-22 04:09:59.000000,6924.8,22,5411,DEBIT
433,0,1022.3667214417288,Aswan,2024-03-14 14:17:33.000000,5842.54,15,5941,CREDIT_CARD
434,2,1501.5613264379356,Mansoura,2024-11-23 00:06:55.000000,3138.65,0,5999,DEBIT
435,1,1470.3688511388457,Fayoum,2024-08-09 02:22:19.000000,8177.19,1,5941,DEBIT
436,1,1256.5019967689325,Aswan,2024-06-30 14:52:40.000000,7642.93,18,5912,DEBIT
437,4,1968.7076008363897,Giza,2024-09-05 13:36:38.000000,4212.47,8,5999,DEBIT
438,3,1588.0967144929418,Fayoum,2024-06-26 03:05:38.000000,9842.37,6,5999,DEBIT
439,1,1277.2943410653363,Tanta,2024-01-15 05:58:44.000000,9137.93,7,5912,CREDIT_CARD
440,4,171.13264781172364,Mansoura,2024-11-06 04:35:30.000000,7745.16,23,5999,CREDIT_CARD
441,3,513.9906834054965,Aswan,2024-01-18 06:18:33.000000,1616.84,13,5941,CREDIT_CARD
442,4,1353.7716063731698,Aswan,2024-12-24 18:25:07.000000,9715.13,0,5812,DEBIT
443,1,224.8919024836136,Tanta,2024-11-02 21:41:04.000000,5028.26,16,5999,CREDIT_CARD
444,0,540.2124901763008,Cairo,2024-03-24 09:34:24.000000,2894.68,5,5411,DEBIT
445,1,1050.1108086771749,Fayoum,2024-04-01 16:06:51.000000,4978.87,17,5999,DEBIT
446,0,1913.951290977363,Mansoura,2024-04-27 03:26:33.000000,4215.58,2,5941,CREDIT_CARD
447,2,2322.3444529181297,Tanta,2024-11-06 05:40:50.000000,9756.27,17,5941,CREDIT_CARD
448,2,199.2076803076095,Luxor,2024-09-20 21:50:28.000000,4500.04,0,5411,DEBIT
449,3,357.6062544923454,Tanta,2024-01-12 03:44:46.000000,3331.88,11,5999,CREDIT_CARD
450,2,485.7764481332625,Fayoum,2024-07-26 23:20:40.000000,1056.88,10,5941,DEBIT
451,3,89.12912579729249,Alexandria,2024-09-04 14:52:21.000000,9161.69,12,5411,DEBIT
452,0,1029.54304257607,Cairo,2024-09-05 04:06:29.000000,3573.36,18,5999,DEBIT
453,0,1817.434260876172,Giza,2024-10-02 16:20:47.000000,3236.31,11,5999,DEBIT
454,4,1654.2039282763794,Aswan,2024-02-15 04:00:52.000000,3362.42,16,5999,DEBIT
455,0,1779.045679743219,Mansoura,2024-08-20 10:36:30.000000,9203.88,5,5912,CREDIT_CARD
456,1,726.319228298796,Giza,2024-02-17 20:20:07.000000,2063.81,11,5812,CREDIT_CARD
457,3,576.5053241703545,Alexandria,2024-01-02 02:31:28.000000,6820.27,21,5912,DEBIT
458,0,328.1923348840008,Luxor,2024-12-24 07:58:39.000000,2431.36,12,5411,DEBIT
459,1,1033.4437395902094,Aswan,2024-11-20 03:45:01.000000,7536.08,16,5999,CREDIT_CARD
460,1,822.8199228413289,Aswan,2024-02-25 18:52:17.000000,8535.91,17,5941,CREDIT_CARD
461,3,1598.5762284104474,Giza,2024-04-25 03:24:34.000000,3592.21,13,5411,DEBIT
462,3,1502.4342401228337,Aswan,2024-11-16 00:02:30.000000,9382.7,17,5912,CREDIT_CARD
463,0,1353.8439091100686,Cairo,2024-12-14 00:45:35.000000,5922.57,15,5912,DEBIT
464,4,23.56705071364753,Cairo,2024-06-25 00:59:37.000000,4063.04,3,5999,CREDIT_CARD
465,2,1073.3491156275568,Luxor,2024-06-28 05:38:34.000000,1046.61,13,5812,DEBIT
466,4,421.6165735481043,Cairo,2024-05-27 06:32:31.000000,5538.42,8,5411,CREDIT_CARD
467,2,1235.136096468016,Giza,2024-06-25 17:08:48.000000,5055.7,18,5812,DEBIT
468,3,1196.7231955658858,Fayoum,2024-05-21 14:46:29.000000,8800.29,3,5812,CREDIT_CARD
469,2,1727.349880143868,Mansoura,2024-09-15 00:36:45.000000,7430.13,5,5941,CREDIT_CARD
470,1,957.860160130212,Tanta,2024-03-27 21:15:31.000000,6870.03,3,5912,DEBIT
471,4,647.0041428715808,Tanta,2024-02-13 10:03:03.000000,2339.01,20,5912,CREDIT_CARD
472,0,60.36157628526351,Cairo,2024-04-24 02:17:58.000000,3975.79,22,5912,DEBIT
473,1,1228.8006939359689,Mansoura,2024-01-07 06:22:00.000000,9678.87,3,5912,CREDIT_CARD
474,3,711.4771772119726,Aswan,2024-01-14 19:02:29.000000,1895.78,15,5912,DEBIT
475,4,1749.8707007094556,Aswan,2024-07-17 10:07:40.000000,1132.59,20,5999,CREDIT_CARD
476,1,181.7175893575865,Mansoura,2024-07-23 18:14:53.000000,4364.11,5,5941,DEBIT
477,1,469.50385906159806,Aswan,2024-10-26 13:34:16.000000,6471.02,17,5812,CREDIT_CARD
478,4,1033.5571161082662,Mansoura,2024-01-22 13:41:05.000000,8915.96,8,5812,DEBIT
479,0,953.8886057217564,Alexandria,2024-01-22 04:17:40.000000,4926.07,22,5812,CREDIT_CARD
480,1,654.5432688894638,Aswan,2024-08-19 21:43:11.000000,9747.33,1,5999,DEBIT
481,4,227.5826692001253,Cairo,2024-05-09 17:34:11.000000,8008.49,17,5999,DEBIT
482,3,1041.4267212188945,Tanta,2024-12-14 21:51:57.000000,3361.68,0,5812,DEBIT
483,1,1009.6789682859128,Aswan,2024-09-13 20:26:38.000000,4288.75,3,5812,CREDIT_CARD
484,4,449.69492954812,Aswan,2024-08-03 08:28:49.000000,9653.21,2,5999,DEBIT
485,3,1578.5999635909222,Tanta,2024-05-15 15:01:42.000000,2194.61,16,5999,CREDIT_CARD
486,3,948.83547070434,Fayoum,2024-06-08 10:34:02.000000,6979.61,5,5912,DEBIT
487,1,2200.6330037405487,Aswan,2024-02-24 22:02:42.000000,2757.02,22,5941,CREDIT_CARD
488,2,1018.0874101509036,Giza,2024-01-18 16:04:58.000000,7134.37,12,5812,DEBIT
489,0,50.91274693458156,Fayoum,2024-08-22 14:45:48.000000,3664.09,3,5411,CREDIT_CARD
490,3,517.5700284281163,Giza,2024-10-27 08:38:27.000000,1316.65,18,5999,CREDIT_CARD
491,0,1173.9429029037728,Tanta,2024-02-25 10:38:16.000000,5830.63,5,5999,DEBIT
492,2,1234.6927964191182,Giza,2024-05-23 19:19:35.000000,5119.63,15,5999,CREDIT_CARD
493,1,1486.5622588493818,Fayoum,2024-01-27 17:20:35.000000,8442.29,8,5999,CREDIT_CARD
494,1,640.7988056752107,Aswan,2024-03-02 10:45:03.000000,3856.29,8,5411,DEBIT
495,2,986.1496227921084,Tanta,2024-07-04 03:44:46.000000,7080.85,0,5912,CREDIT_CARD
496,0,977.4123681275704,Aswan,2024-07-18 14:05:30.000000,5683.5,10,5812,CREDIT_CARD
497,4,4644.35,Aswan,2024-12-29 13:06:41.161519,3190.49,8,5651,CREDIT_CARD
498,3,4733.87,Fayoum,2024-02-27 13:06:41.162536,1328.48,9,5732,DEBIT
499,4,441.9,Giza,2024-10-20 13:06:41.163233,1400.71,4,5999,CREDIT_CARD
500,4,1149.69,Mansoura,2024-06-09 13:06:41.164017,3819.48,1,5812,DEBIT
501,1,1426.33,Giza,2024-01-24 13:06:41.165239,1408.69,8,5912,CREDIT_CARD
502,4,460.11,Tanta,2024-08-08 13:06:41.166635,4686.55,9,5651,CREDIT_CARD
503,3,2907.23,Giza,2025-01-01 13:06:41.167729,6301.1,4,5912,CREDIT_CARD
504,0,86.04,Mansoura,2024-06-12 13:06:41.168216,8192.06,1,5812,DEBIT
505,4,478.67,Tanta,2024-06-01 13:06:41.168705,7741.31,3,5651,CREDIT_CARD
506,2,2042.69,Aswan,2024-06-04 13:06:41.169145,9154.08,6,5732,CREDIT_CARD
507,0,1085.78,Aswan,2024-01-13 13:06:41.169724,2992.78,7,5941,DEBIT
508,0,210.24,Alexandria,2024-04-20 13:06:41.170178,4497.09,6,5411,CREDIT_CARD
509,4,3728.82,Mansoura,2024-08-22 13:06:41.170614,8079.29,4,5999,DEBIT
510,1,4158.35,Aswan,2024-11-24 13:06:41.171046,1887.86,7,5651,DEBIT
511,2,4534.62,Alexandria,2024-09-06 13:06:41.171471,8437.52,1,5411,CREDIT_CARD
512,0,2353.89,Cairo,2024-11-06 13:06:41.171895,6072.9,8,5651,DEBIT
513,0,4062.57,Aswan,2024-01-14 13:06:41.172331,4960.98,8,5411,CREDIT_CARD
514,0,4906.29,Alexandria,2024-05-10 13:06:41.172761,8499.41,6,5732,DEBIT
515,3,428.64,Aswan,2024-10-02 13:06:41.173183,5060.2,6,5411,DEBIT
516,0,321.38,Giza,2024-03-02 13:06:41.173658,1525.46,5,5651,CREDIT_CARD
517,1,3944.96,Fayoum,2024-12-21 13:06:41.174092,8401.45,2,5411,DEBIT
518,4,3788.96,Cairo,2024-06-30 13:06:41.174515,2419.42,4,5912,DEBIT
519,2,3203.27,Fayoum,2024-02-06 13:06:41.174938,9341.51,6,5812,DEBIT
520,0,356.39,Alexandria,2024-09-12 13:06:41.175363,3769.52,7,5941,DEBIT
521,1,3236.75,Luxor,2024-08-04 13:06:41.175785,6155.76,7,5732,DEBIT
522,1,561.02,Tanta,2024-04-01 13:06:41.176204,5260.24,6,5941,CREDIT_CARD
523,2,1649.19,Luxor,2024-04-16 13:06:41.176624,8197.1,4,5941,DEBIT
524,0,2449.22,Mansoura,2024-08-30 13:06:41.177043,1122.74,2,5912,CREDIT_CARD
525,3,1857.77,Luxor,2024-06-30 13:06:41.177497,4054.93,5,5411,DEBIT
526,4,4617.09,Luxor,2024-08-03 13:06:41.177933,9038.09,4,5941,CREDIT_CARD
527,4,2258.22,Aswan,2024-11-12 13:06:41.178349,6854.27,5,5411,CREDIT_CARD
528,0,4776.67,Luxor,2024-12-03 13:06:41.178762,4769.28,8,5941,DEBIT
529,0,482.72,Fayoum,2024-12-05 13:06:41.179172,4375.05,5,5912,DEBIT
530,3,3085.12,Cairo,2024-03-29 13:06:41.179584,6319.38,3,5941,DEBIT
531,3,4179.48,Giza,2024-11-06 13:06:41.179992,1113.8,5,5732,CREDIT_CARD
532,0,3697.32,Fayoum,2024-10-27 13:06:41.180401,7738.83,7,5999,DEBIT
533,3,4123.11,Alexandria,2024-07-21 13:06:41.180808,5881.53,7,5941,CREDIT_CARD
534,3,1458.34,Giza,2024-10-19 13:06:41.181217,8552.32,8,5411,CREDIT_CARD
535,4,4748.29,Tanta,2024-07-03 13:06:41.181654,2054.72,3,5912,CREDIT_CARD
536,0,2718.81,Mansoura,2024-02-28 13:06:41.182060,9495.36,2,5812,DEBIT
537,4,3496.33,Luxor,2024-06-09 13:06:41.182501,3089.49,4,5732,DEBIT
538,2,3360.17,Luxor,2024-03-01 13:06:41.182918,5669.82,1,5812,CREDIT_CARD
539,4,1242.59,Aswan,2024-03-23 13:06:41.183333,6975.31,9,5411,CREDIT_CARD
540,3,4696.4,Mansoura,2024-06-07 13:06:41.183702,2067.38,2,5411,DEBIT
541,1,4432.95,Tanta,2024-06-06 13:06:41.184121,4551.68,4,5651,CREDIT_CARD
542,1,3299.19,Luxor,2024-09-03 13:06:41.184529,7355.72,6,5912,DEBIT
543,0,1785.75,Cairo,2024-03-17 13:06:41.184941,4781.74,1,5732,CREDIT_CARD
544,1,1773.98,Mansoura,2024-06-12 13:06:41.185338,6986.36,9,5732,DEBIT
545,4,3050.11,Luxor,2024-03-21 13:06:41.185767,3781.3,4,5941,CREDIT_CARD
546,0,2127.51,Giza,2024-05-18 13:06:41.186181,7104.88,6,5912,DEBIT
547,1,1638.02,Giza,2024-10-28 13:06:41.186590,3307.57,8,5999,CREDIT_CARD
548,1,4027.75,Tanta,2024-03-04 13:06:41.187001,1897.42,5,5651,DEBIT
